evoked0,quest0,cond0,chan0,tmin0,tmax0,mode0,chanX,latX,valX,SUB,SES,TASK,RUN,CHAN_BUND
evoked4,word_set,all_in,LC,0.1,0.19,pos,LC,0.13333333333333333,1.0611496145987804,26mwxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RC,0.1,0.19,pos,RC,0.12,0.7923987314973621,26mwxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LP,0.1,0.19,pos,LP,0.14,5.061946055027053,26mwxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RP,0.1,0.19,pos,RP,0.14,4.435491878740489,26mwxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LF,0.1,0.19,pos,LF,0.14749999999999996,0.061121731264721174,27zgxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RF,0.1,0.19,pos,RF,0.10499999999999997,-1.1501275944336284,27zgxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LC,0.1,0.19,pos,LC,0.12749999999999995,1.989827767960616,27zgxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RC,0.1,0.19,pos,RC,0.12749999999999997,-0.3781597060171453,27zgxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LP,0.1,0.19,pos,LP,0.14,11.882349696391865,27zgxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RP,0.1,0.19,pos,RP,0.13583333333333333,10.13742541134345,27zgxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LF,0.1,0.19,pos,LF,0.1583333333333333,1.8037689601069504,28pmsf,eeg001,lexdec,0,
evoked4,word_set,all_in,RF,0.1,0.19,pos,RF,0.1591666666666666,1.9266890053487777,28pmsf,eeg001,lexdec,0,
evoked4,word_set,all_in,LC,0.1,0.19,pos,LC,0.1408333333333333,2.9409913924219357,28pmsf,eeg001,lexdec,0,
evoked4,word_set,all_in,RC,0.1,0.19,pos,RC,0.1533333333333333,4.377009935650182,28pmsf,eeg001,lexdec,0,
evoked4,word_set,all_in,LP,0.1,0.19,pos,LP,0.1275,5.91113914411715,28pmsf,eeg001,lexdec,0,
evoked4,word_set,all_in,RP,0.1,0.19,pos,RP,0.13166666666666668,9.266136598497239,28pmsf,eeg001,lexdec,0,
evoked4,word_set,all_in,LF,0.1,0.19,pos,LF,0.16166666666666665,0.025434875312125054,29jjxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RF,0.1,0.19,pos,RF,0.16166666666666665,-0.3765811572659361,29jjxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LC,0.1,0.19,pos,LC,0.16249999999999998,0.753612850836835,29jjxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RC,0.1,0.19,pos,RC,0.1325,0.9282855960824671,29jjxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LP,0.1,0.19,pos,LP,0.14166666666666666,5.615215180311764,29jjxf,eeg001,lexdec,0,
evoked4,word_set,all_in,RP,0.1,0.19,pos,RP,0.14416666666666664,6.528778423364089,29jjxf,eeg001,lexdec,0,
evoked4,word_set,all_in,LF,0.1,0.19,pos,LF,0.18999999999999997,2.5566472359081307,30mszf,eeg001,lexdec,0,
evoked4,word_set,all_in,RF,0.1,0.19,pos,RF,0.18999999999999997,1.8935169832900882,30mszf,eeg001,lexdec,0,
evoked4,word_set,all_in,LC,0.1,0.19,pos,LC,0.15916666666666668,2.312046239362154,30mszf,eeg001,lexdec,0,
evoked4,word_set,all_in,RC,0.1,0.19,pos,RC,0.18999999999999997,2.277093968335068,30mszf,eeg001,lexdec,0,
evoked4,word_set,all_in,LP,0.1,0.19,pos,LP,0.12833333333333333,3.637974813375566,30mszf,eeg001,lexdec,0,
evoked4,word_set,all_in,RP,0.1,0.19,pos,RP,0.16249999999999998,1.8506670491492325,30mszf,eeg001,lexdec,0,
evoked4,word_set,all_in,LF,0.1,0.19,pos,LF,0.165,-0.035645147626837445,31ltxf,eeg001,lexdec,0,
